CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
48858,58,Female,60,19,8,21,Standard,Monthly,253,9,1
30126,38,Male,58,10,0,24,Standard,Quarterly,700,17,0
36066,44,Female,31,29,10,16,Premium,Monthly,587,28,1
45414,19,Male,5,17,1,13,Basic,Monthly,362,9,0
22988,51,Female,25,12,1,29,Standard,Annual,766,29,0
15926,33,Male,50,4,8,22,Standard,Annual,536,6,1
57312,26,Male,54,29,6,26,Standard,Quarterly,234,24,1
38972,36,Female,59,12,10,13,Premium,Monthly,712,27,0
44073,39,Female,30,29,10,13,Standard,Monthly,346,8,0
60463,42,Male,46,28,9,30,Standard,Quarterly,713,10,1
32133,35,Female,45,12,3,16,Standard,Annual,786,26,0
23683,45,Male,9,4,7,27,Standard,Annual,661,16,0
56034,39,Female,45,17,6,30,Premium,Quarterly,820,16,1
24089,19,Female,34,27,10,9,Premium,Annual,661,12,0
61685,58,Female,53,4,4,13,Basic,Monthly,376,8,1
29565,63,Female,20,20,0,11,Premium,Quarterly,916,16,0
57177,43,Male,26,30,7,16,Basic,Monthly,688,30,1
12864,26,Male,11,19,1,16,Standard,Monthly,599,3,0
44170,43,Female,50,15,8,20,Premium,Annual,556,1,1
39814,58,Female,32,8,0,10,Basic,Annual,400,28,0
11254,39,Female,4,5,2,16,Premium,Quarterly,411,23,0
30102,23,Male,32,8,9,8,Standard,Quarterly,415,17,0
38833,28,Female,51,21,2,4,Premium,Monthly,556,2,0
24938,39,Female,15,28,3,12,Premium,Annual,391,25,0
57451,45,Female,27,3,2,22,Premium,Quarterly,412,3,1
32482,58,Female,41,22,5,29,Premium,Quarterly,766,13,1
57192,25,Female,32,28,6,18,Basic,Quarterly,714,9,1
19136,18,Female,31,30,2,30,Premium,Monthly,403,11,1
25006,39,Male,50,14,10,9,Standard,Monthly,131,10,0
25483,61,Female,17,30,3,3,Basic,Quarterly,986,4,0
56739,37,Female,50,22,9,29,Standard,Monthly,716,12,1
59907,54,Female,10,5,8,25,Standard,Monthly,266,15,1
10557,34,Female,39,29,10,30,Premium,Monthly,811,10,1
8317,23,Female,55,7,7,23,Standard,Annual,888,8,1
34375,65,Male,15,19,0,24,Basic,Quarterly,798,16,0
7924,62,Male,14,25,4,8,Premium,Quarterly,202,22,0
41688,53,Female,27,14,4,8,Standard,Monthly,236,21,0
34174,20,Male,10,11,0,16,Premium,Quarterly,194,18,0
6288,27,Female,23,14,9,27,Basic,Quarterly,919,27,0
53781,29,Male,60,21,5,26,Premium,Monthly,722,16,1
14950,52,Female,4,24,9,17,Premium,Monthly,867,3,0
52525,36,Female,29,3,10,24,Premium,Monthly,407,26,1
5904,30,Male,24,4,8,16,Standard,Monthly,284,1,1
7547,24,Male,35,28,9,27,Premium,Annual,910,10,1
12492,49,Female,25,11,0,11,Premium,Annual,235,13,0
17422,59,Female,41,30,4,29,Standard,Quarterly,252,4,1
39963,47,Female,50,15,3,28,Standard,Annual,756,14,0
41540,58,Female,43,21,10,5,Standard,Quarterly,790,7,0
23158,41,Male,21,6,0,5,Basic,Monthly,931,7,0
29847,38,Female,53,3,9,15,Standard,Monthly,458,27,0
50361,59,Male,24,2,8,17,Standard,Monthly,907,1,1
16514,41,Male,48,10,7,24,Basic,Quarterly,624,7,1
827,39,Female,24,9,5,20,Premium,Quarterly,111,24,1
62544,52,Male,26,1,4,25,Premium,Monthly,792,15,1
53479,57,Female,40,6,5,27,Basic,Quarterly,120,26,1
3992,34,Female,5,10,7,5,Basic,Quarterly,847,29,0
11947,50,Male,45,16,4,14,Premium,Annual,972,5,0
23096,55,Male,1,14,1,30,Premium,Annual,697,4,0
26931,64,Male,31,26,5,6,Premium,Quarterly,605,19,0
55615,65,Male,8,4,10,1,Premium,Quarterly,344,23,1
32939,22,Male,5,6,8,25,Premium,Annual,349,8,0
9444,36,Female,33,23,8,22,Basic,Annual,656,17,1
5481,23,Male,51,16,0,1,Standard,Quarterly,540,21,0
60467,50,Female,26,26,7,25,Basic,Monthly,895,1,1
42464,44,Female,25,26,3,11,Premium,Monthly,292,14,0
48680,53,Female,53,28,10,19,Basic,Monthly,936,8,1
40611,41,Female,22,20,9,0,Standard,Quarterly,986,27,0
63034,38,Female,46,22,1,30,Standard,Annual,227,9,1
62536,47,Male,36,30,10,22,Basic,Monthly,360,29,1
2911,36,Female,42,18,8,16,Premium,Quarterly,472,28,1
60759,39,Female,58,27,6,27,Premium,Annual,900,22,1
60242,39,Female,22,30,4,21,Standard,Monthly,766,27,1
36020,45,Male,56,8,6,20,Standard,Annual,754,6,1
14892,48,Female,38,8,3,19,Premium,Monthly,823,11,0
11702,30,Male,24,21,3,8,Premium,Monthly,250,8,0
6715,54,Male,48,30,10,14,Basic,Monthly,586,11,0
45172,49,Female,12,12,7,22,Premium,Annual,398,29,1
31978,38,Male,49,23,3,25,Standard,Annual,271,17,0
53382,62,Male,25,17,6,30,Basic,Monthly,419,30,1
7257,31,Male,46,6,8,8,Basic,Monthly,954,29,0
49235,52,Female,23,9,4,25,Basic,Annual,410,3,1
32772,57,Male,60,14,7,11,Premium,Quarterly,758,18,0
23506,52,Female,52,8,4,28,Premium,Monthly,965,22,1
18369,59,Female,39,20,0,12,Standard,Monthly,262,7,0
18017,49,Male,50,11,2,18,Standard,Monthly,853,2,0
49101,47,Male,43,1,5,28,Basic,Quarterly,993,23,1
25380,57,Female,46,17,9,27,Basic,Quarterly,105,22,1
41828,41,Male,3,21,8,20,Basic,Monthly,553,7,0
15165,21,Female,38,22,7,23,Premium,Quarterly,824,2,1
36162,44,Female,40,21,4,19,Premium,Annual,766,27,0
5177,49,Male,12,21,7,2,Basic,Monthly,216,3,0
33235,35,Female,33,21,2,26,Premium,Quarterly,371,29,1
16804,64,Female,52,6,0,8,Basic,Quarterly,495,23,0
24420,37,Male,21,18,3,6,Standard,Monthly,168,22,0
1574,49,Male,6,24,8,15,Premium,Quarterly,846,23,0
48768,44,Male,24,27,9,21,Premium,Monthly,153,11,1
2424,49,Female,41,11,5,13,Premium,Monthly,893,7,0
13785,58,Female,51,2,8,19,Premium,Quarterly,274,18,1
15145,39,Male,21,10,2,12,Premium,Monthly,994,2,0
5302,41,Male,49,16,4,15,Premium,Quarterly,648,10,0
4339,19,Female,44,19,0,29,Basic,Monthly,403,21,1
39089,38,Female,43,7,2,18,Standard,Annual,186,13,0
11767,34,Female,47,27,9,18,Basic,Monthly,121,6,1
46781,64,Female,55,3,5,30,Standard,Quarterly,566,29,1
7199,25,Female,45,30,0,24,Standard,Monthly,926,6,1
11956,41,Female,26,28,5,23,Premium,Annual,377,21,1
33675,47,Female,59,17,9,0,Premium,Monthly,198,23,0
28905,36,Female,16,15,7,0,Premium,Annual,338,9,0
43762,41,Male,27,12,2,5,Premium,Annual,956,28,0
35964,26,Male,20,7,0,25,Premium,Monthly,811,29,0
21284,29,Male,8,21,4,29,Basic,Quarterly,786,9,0
1836,44,Female,25,13,5,26,Standard,Annual,207,30,1
25421,39,Male,32,28,6,26,Premium,Annual,612,15,1
42195,59,Male,47,1,10,3,Basic,Annual,889,19,1
22681,42,Female,36,12,5,7,Basic,Monthly,853,11,0
49548,52,Female,42,4,10,25,Standard,Annual,790,6,1
27619,26,Male,2,24,1,11,Basic,Quarterly,798,11,0
12438,24,Male,22,6,8,9,Premium,Quarterly,433,16,0
38878,57,Female,37,24,2,6,Standard,Monthly,405,24,0
11590,47,Male,25,8,10,3,Basic,Monthly,414,3,0
20031,35,Female,15,2,10,4,Basic,Quarterly,820,16,0
27605,34,Female,15,13,2,16,Premium,Quarterly,842,10,0
42336,36,Female,21,23,4,13,Standard,Quarterly,730,19,0
18019,36,Male,55,15,3,23,Standard,Annual,653,27,0
49111,38,Male,38,10,5,17,Premium,Annual,886,30,1
61413,62,Male,38,20,7,22,Premium,Monthly,361,21,1
37461,56,Male,5,17,4,27,Basic,Monthly,607,20,0
44103,63,Female,41,3,4,13,Premium,Annual,538,28,1
46281,29,Female,26,8,10,30,Basic,Annual,809,14,1
39797,23,Female,7,23,6,5,Standard,Quarterly,622,9,0
2015,46,Male,37,21,9,19,Standard,Quarterly,892,18,1
40157,45,Female,49,9,5,5,Premium,Monthly,958,7,0
15566,46,Male,42,15,2,13,Standard,Monthly,907,6,0
58302,21,Female,11,28,4,28,Premium,Annual,333,27,1
1250,53,Male,29,17,3,1,Basic,Quarterly,863,12,0
60614,60,Male,36,2,6,14,Standard,Annual,143,9,1
42992,38,Female,23,2,0,12,Standard,Annual,540,26,0
55550,38,Male,27,20,10,30,Standard,Monthly,347,26,1
4053,21,Male,57,25,4,14,Standard,Annual,131,27,0
50694,52,Male,50,30,7,29,Premium,Monthly,780,7,1
2599,33,Male,7,20,9,26,Basic,Annual,386,12,0
35903,47,Female,25,4,8,5,Standard,Annual,840,18,0
60255,31,Female,32,15,0,24,Premium,Monthly,659,22,1
22102,46,Female,38,23,9,7,Premium,Monthly,866,12,0
42089,58,Male,32,17,3,14,Standard,Monthly,787,24,0
13230,49,Male,46,28,2,26,Premium,Quarterly,500,4,0
53817,55,Female,42,19,9,21,Premium,Monthly,744,8,1
20078,60,Male,16,11,2,7,Standard,Annual,823,7,0
63307,23,Female,48,24,10,22,Standard,Annual,825,20,1
39139,22,Female,10,21,1,7,Basic,Quarterly,445,1,0
64223,38,Male,48,7,5,17,Premium,Monthly,312,8,1
23722,18,Female,27,1,9,11,Premium,Annual,134,14,1
35118,34,Male,21,18,2,13,Basic,Quarterly,970,14,0
6881,30,Female,38,27,2,19,Premium,Monthly,370,9,0
17702,40,Male,7,15,6,29,Basic,Quarterly,890,19,0
25584,59,Female,45,15,5,17,Basic,Monthly,213,6,1
7584,49,Male,40,16,3,30,Premium,Monthly,332,9,0
17469,31,Female,39,30,7,20,Standard,Quarterly,254,16,1
31618,55,Male,52,6,9,27,Premium,Quarterly,722,30,1
4611,31,Female,48,15,0,27,Standard,Monthly,144,8,1
29462,42,Male,5,13,7,18,Standard,Quarterly,229,11,0
7656,35,Male,50,27,4,10,Premium,Quarterly,122,29,0
54803,60,Female,32,1,9,4,Premium,Annual,701,23,1
31233,39,Female,38,18,10,19,Standard,Monthly,351,10,1
20111,31,Female,29,21,4,10,Premium,Monthly,629,15,0
43175,25,Female,59,18,8,30,Basic,Monthly,715,11,1
48312,37,Female,40,21,0,24,Standard,Monthly,321,5,1
25995,20,Female,24,21,4,29,Basic,Annual,153,28,1
35683,55,Female,35,24,3,18,Basic,Monthly,991,7,0
18070,26,Male,15,23,4,7,Standard,Quarterly,897,30,0
57977,51,Male,10,3,5,6,Standard,Annual,135,23,1
41677,58,Male,5,12,4,22,Premium,Quarterly,939,6,0
23051,48,Male,37,9,3,21,Standard,Annual,796,22,0
3785,59,Female,10,26,1,26,Standard,Annual,559,24,0
38963,33,Male,15,5,1,27,Standard,Quarterly,400,28,0
60057,22,Female,20,12,9,28,Standard,Annual,238,13,1
52508,31,Female,31,11,5,17,Basic,Annual,901,16,1
2767,64,Male,4,12,1,20,Standard,Quarterly,861,2,0
13221,52,Female,10,3,5,2,Standard,Annual,258,16,1
45051,40,Female,41,24,7,27,Basic,Monthly,387,4,1
31161,49,Female,54,26,9,27,Basic,Annual,138,5,1
8923,60,Female,10,8,6,24,Basic,Annual,598,1,0
35678,36,Female,21,11,10,22,Basic,Monthly,804,20,1
4905,19,Female,12,3,3,5,Premium,Quarterly,455,27,0
60765,64,Female,29,11,5,24,Premium,Quarterly,631,25,1
7429,26,Female,40,7,3,21,Basic,Quarterly,434,1,1
33367,23,Female,52,12,6,20,Premium,Annual,488,30,1
32125,25,Female,49,15,5,8,Premium,Quarterly,302,25,0
59654,35,Female,46,3,8,30,Basic,Quarterly,945,19,1
16916,28,Female,8,11,3,14,Premium,Monthly,361,13,0
41247,37,Male,24,7,0,10,Premium,Quarterly,898,18,0
25980,36,Male,2,7,4,15,Standard,Monthly,410,30,0
57080,61,Female,30,16,8,28,Premium,Quarterly,804,13,1
42612,25,Male,41,19,1,27,Premium,Quarterly,884,18,0
36394,65,Male,40,17,4,26,Basic,Annual,874,18,0
9981,43,Female,26,27,3,27,Standard,Quarterly,621,30,0
47655,60,Female,42,10,10,24,Premium,Quarterly,259,11,1
22099,42,Male,14,23,1,10,Basic,Monthly,350,28,0
16311,25,Female,47,23,6,27,Basic,Quarterly,992,6,1
38558,41,Male,1,1,0,29,Premium,Monthly,491,10,0
6122,20,Female,8,18,1,10,Standard,Annual,458,11,0
14602,62,Female,12,20,8,9,Premium,Quarterly,800,23,0
24822,35,Male,50,18,9,14,Premium,Annual,437,28,0
37667,28,Male,20,2,4,12,Basic,Monthly,670,22,0
31608,54,Male,24,6,3,28,Premium,Monthly,680,16,0
53757,60,Male,51,6,9,30,Basic,Monthly,215,2,1
61755,55,Female,33,12,9,19,Basic,Annual,496,16,1
61900,23,Male,53,8,6,17,Standard,Monthly,207,6,1
56728,43,Male,39,18,6,18,Premium,Quarterly,142,14,1
25979,44,Male,4,5,10,12,Standard,Quarterly,514,16,0
58206,18,Male,57,12,6,29,Premium,Quarterly,980,1,1
57707,56,Female,6,14,8,22,Premium,Quarterly,244,8,1
58123,26,Female,32,21,9,19,Premium,Monthly,155,23,1
23501,58,Male,7,12,10,27,Basic,Monthly,822,6,0
49945,62,Female,52,20,8,24,Premium,Quarterly,530,21,1
21892,42,Male,58,26,0,30,Basic,Quarterly,943,2,0
23083,41,Male,41,27,8,3,Premium,Annual,842,3,0
39241,20,Female,29,22,5,25,Standard,Monthly,258,20,1
34648,37,Male,60,15,0,12,Standard,Monthly,853,7,0
2615,51,Male,41,23,4,4,Basic,Annual,521,20,0
35066,37,Female,3,6,1,21,Premium,Annual,744,5,0
42431,43,Female,45,29,4,23,Standard,Annual,944,20,0
57812,43,Male,52,22,10,25,Basic,Annual,298,11,1
2152,32,Female,39,20,7,23,Basic,Monthly,228,26,1
30406,56,Male,10,28,9,14,Standard,Quarterly,326,29,0
60074,36,Female,53,1,8,21,Premium,Monthly,732,8,1
4559,37,Female,53,10,2,24,Premium,Monthly,198,5,1
34019,30,Female,17,12,8,10,Premium,Quarterly,189,28,0
34975,53,Female,39,14,8,9,Basic,Annual,826,16,0
23727,54,Female,19,15,4,22,Basic,Annual,397,20,1
51097,64,Female,53,5,8,9,Premium,Monthly,478,7,1
26593,65,Male,19,13,2,5,Basic,Annual,260,9,0
45794,25,Male,55,3,8,26,Premium,Annual,851,28,1
29676,20,Male,4,12,1,17,Basic,Quarterly,905,26,0
22164,61,Female,13,22,10,25,Basic,Annual,872,13,0
3551,50,Female,37,28,9,16,Standard,Monthly,739,15,1
37892,22,Male,42,25,1,6,Basic,Monthly,521,9,0
61171,44,Female,29,19,2,29,Basic,Annual,129,29,1
45193,41,Male,56,22,4,19,Standard,Monthly,163,21,0
4882,31,Female,43,4,10,8,Standard,Monthly,473,25,0
8848,41,Female,42,22,9,18,Standard,Monthly,548,24,1
31015,21,Female,56,4,4,24,Standard,Annual,966,30,0
21774,44,Male,16,7,10,6,Premium,Quarterly,514,5,0
61932,64,Male,32,18,6,22,Standard,Quarterly,573,19,1
46115,34,Female,1,3,4,28,Standard,Annual,297,28,1
61284,48,Female,29,18,8,16,Premium,Quarterly,534,2,1
22954,53,Male,33,22,7,18,Premium,Monthly,512,17,1
35345,59,Female,3,12,10,11,Basic,Annual,189,9,0
42009,30,Female,17,30,6,18,Premium,Quarterly,956,24,0
16991,39,Male,19,19,1,0,Premium,Annual,133,4,0
45817,30,Female,37,13,0,22,Basic,Monthly,342,24,1
9850,34,Male,4,14,4,4,Standard,Annual,421,11,0
44863,48,Female,12,3,0,3,Premium,Quarterly,495,18,0
37143,22,Male,34,25,8,5,Premium,Monthly,514,12,0
14203,65,Male,19,24,6,3,Basic,Quarterly,845,11,0
59944,18,Female,60,24,6,21,Premium,Quarterly,858,24,1
34314,44,Female,23,22,4,9,Premium,Monthly,944,24,0
17172,61,Female,41,13,4,1,Basic,Monthly,236,28,0
20829,20,Male,22,18,4,7,Standard,Monthly,522,22,0
61159,28,Female,58,8,9,20,Premium,Quarterly,677,6,1
17958,60,Female,42,10,8,23,Premium,Quarterly,719,6,1
62829,44,Male,30,23,9,29,Premium,Monthly,552,15,1
14771,39,Female,12,15,5,26,Standard,Quarterly,724,18,0
16758,21,Male,10,19,1,24,Premium,Monthly,847,25,0
29105,21,Male,38,16,10,3,Premium,Monthly,952,4,0
10691,19,Male,31,27,4,28,Premium,Quarterly,786,22,0
18163,53,Female,35,15,3,7,Basic,Monthly,279,6,0
45379,37,Female,17,21,4,15,Basic,Monthly,454,6,0
51131,18,Female,6,1,1,8,Standard,Annual,588,10,1
23751,48,Female,8,8,9,19,Premium,Annual,168,17,0
18460,36,Male,29,4,3,14,Basic,Annual,543,2,0
41800,57,Male,22,15,7,19,Premium,Monthly,923,23,0
7551,52,Female,40,2,7,7,Standard,Monthly,313,3,1
43144,38,Female,34,7,5,1,Basic,Annual,841,26,0
22348,20,Female,16,20,4,24,Standard,Annual,418,27,1
53122,52,Male,43,16,6,22,Premium,Quarterly,282,24,1
64299,62,Female,8,30,9,24,Standard,Monthly,841,29,1
52923,33,Male,38,22,10,16,Premium,Annual,149,9,1
9611,53,Male,33,14,6,22,Standard,Monthly,794,15,1
36302,54,Male,58,30,1,9,Premium,Monthly,388,10,0
3838,65,Female,44,9,7,26,Standard,Monthly,211,3,1
24604,24,Male,27,7,0,19,Premium,Quarterly,669,27,0
44259,62,Male,32,8,10,10,Basic,Annual,251,16,0
53005,56,Male,20,2,6,21,Basic,Monthly,214,16,1
30268,33,Male,24,23,9,9,Basic,Annual,528,18,0
27187,33,Female,14,11,10,20,Premium,Monthly,915,13,0
28995,26,Male,32,30,2,18,Standard,Annual,283,7,0
36382,57,Male,26,15,6,8,Standard,Monthly,254,11,0
116,46,Female,43,10,0,10,Basic,Quarterly,779,23,0
58287,23,Male,51,7,10,22,Standard,Quarterly,630,4,1
47318,41,Female,52,7,0,21,Standard,Monthly,698,9,1
7796,60,Male,29,22,7,22,Basic,Monthly,756,4,1
58281,55,Female,16,2,9,21,Basic,Quarterly,582,4,1
55341,63,Female,49,4,6,4,Basic,Quarterly,567,30,1
64155,52,Female,56,24,7,21,Standard,Annual,594,1,1
36800,34,Male,23,21,4,20,Premium,Annual,321,8,0
54179,30,Female,39,16,5,17,Basic,Monthly,432,15,1
32823,36,Female,49,16,1,3,Premium,Quarterly,767,14,0
46359,57,Female,54,6,1,28,Premium,Monthly,376,14,1
63979,27,Male,57,22,6,18,Basic,Monthly,887,3,1
21984,60,Male,19,28,1,25,Basic,Annual,601,8,0
17939,26,Male,16,20,3,9,Standard,Monthly,255,8,0
49365,52,Male,58,13,8,30,Standard,Monthly,510,22,1
40950,62,Female,44,7,7,5,Premium,Quarterly,965,6,0
32518,64,Female,30,8,8,7,Basic,Annual,450,25,0
24764,42,Female,46,15,2,15,Standard,Quarterly,544,14,0
10189,58,Male,59,9,5,1,Premium,Monthly,595,13,0
48519,63,Male,45,21,7,26,Premium,Monthly,889,27,1
48583,60,Female,33,3,9,27,Premium,Monthly,345,18,1
58234,31,Female,12,18,5,27,Premium,Monthly,983,14,1
63811,28,Male,39,13,5,30,Standard,Quarterly,163,16,1
16586,54,Male,11,1,7,20,Standard,Monthly,195,16,1
25255,20,Female,9,10,10,0,Basic,Annual,196,11,0
53262,47,Female,1,16,8,22,Standard,Monthly,910,2,1
3071,59,Female,30,20,10,24,Standard,Monthly,495,21,1
43763,56,Male,30,18,4,18,Premium,Annual,646,26,0
21590,36,Male,9,23,8,18,Basic,Annual,606,8,0
17468,50,Female,46,27,7,17,Basic,Quarterly,975,10,1
9162,27,Female,10,13,7,8,Basic,Quarterly,575,2,0
26619,50,Male,29,13,10,27,Basic,Quarterly,150,11,1
51122,28,Male,29,11,9,19,Standard,Monthly,338,20,1
30744,22,Female,46,1,3,16,Basic,Annual,860,1,0
25353,63,Male,2,21,0,9,Basic,Quarterly,945,20,0
3186,65,Male,57,30,3,8,Standard,Monthly,827,27,0
7173,62,Male,23,23,0,0,Standard,Quarterly,983,27,0
51862,55,Female,56,15,0,27,Standard,Monthly,213,17,1
39265,61,Male,60,28,4,24,Standard,Monthly,928,29,0
61920,48,Female,45,2,10,21,Premium,Monthly,474,27,1
11005,64,Male,18,18,5,14,Premium,Monthly,411,2,0
44034,50,Female,11,23,7,14,Premium,Monthly,774,17,0
20782,37,Male,30,16,5,25,Premium,Annual,369,1,1
14153,46,Male,1,23,5,21,Premium,Monthly,460,1,0
25188,31,Male,47,29,10,19,Premium,Monthly,277,21,1
45502,32,Female,7,27,6,17,Premium,Quarterly,446,27,0
2198,32,Female,7,27,8,19,Premium,Quarterly,506,21,0
59340,38,Male,28,4,6,19,Premium,Annual,559,1,1
62048,27,Female,54,4,5,22,Basic,Monthly,374,10,1
26457,58,Male,32,6,2,11,Basic,Monthly,784,18,0
1798,46,Female,50,21,3,23,Standard,Quarterly,774,10,0
10367,40,Female,3,4,6,0,Standard,Monthly,218,3,0
16384,28,Male,2,5,1,23,Standard,Annual,424,25,0
25124,46,Male,10,15,0,5,Standard,Annual,137,19,0
11291,41,Male,50,1,10,8,Premium,Quarterly,318,21,0
14119,20,Male,12,4,3,26,Premium,Annual,664,4,0
23553,57,Female,51,19,4,6,Premium,Quarterly,216,14,0
44310,44,Male,3,1,10,25,Basic,Quarterly,271,28,1
19813,28,Female,51,13,10,25,Standard,Quarterly,182,2,1
946,25,Male,59,11,6,23,Basic,Quarterly,418,4,1
40677,54,Male,4,14,7,6,Premium,Quarterly,709,15,0
14603,57,Male,57,17,2,15,Standard,Monthly,982,22,0
28122,43,Female,59,15,1,24,Standard,Annual,152,16,1
10938,56,Female,20,30,4,8,Basic,Annual,479,15,0
50069,63,Female,2,4,4,6,Basic,Quarterly,750,29,1
57891,37,Male,11,2,1,27,Premium,Annual,259,6,1
3353,25,Male,13,11,3,29,Basic,Quarterly,537,27,0
52073,63,Female,5,24,6,25,Standard,Monthly,213,16,1
63291,36,Female,60,22,0,30,Premium,Monthly,232,11,1
33810,24,Female,49,1,9,22,Premium,Quarterly,227,29,1
30797,48,Female,56,28,8,10,Basic,Quarterly,325,21,0
35467,32,Female,1,18,10,27,Premium,Quarterly,863,8,0
48964,35,Female,24,13,8,25,Basic,Annual,375,15,1
46795,52,Female,29,28,7,16,Basic,Annual,907,23,1
13821,55,Male,14,15,8,2,Premium,Quarterly,869,8,0
5294,22,Male,6,18,2,16,Premium,Annual,929,1,0
7735,34,Male,32,2,2,20,Basic,Annual,881,25,0
10852,45,Female,32,28,4,3,Standard,Annual,842,30,0
40510,48,Female,10,18,9,0,Premium,Annual,414,12,0
11925,32,Male,7,3,0,0,Premium,Monthly,985,9,0
38132,52,Female,15,23,5,18,Standard,Monthly,172,16,0
26296,54,Female,47,21,0,1,Premium,Quarterly,787,3,0
54654,61,Female,51,10,8,19,Premium,Monthly,634,22,1
57178,60,Female,47,14,10,18,Premium,Annual,468,19,1
1949,40,Male,56,16,9,23,Premium,Quarterly,658,5,1
45796,47,Female,15,2,3,25,Basic,Monthly,730,11,1
53440,58,Female,55,12,2,30,Standard,Monthly,436,11,1
50516,46,Female,31,24,6,29,Standard,Monthly,150,20,1
44560,39,Female,45,19,10,26,Standard,Annual,523,1,1
13830,40,Male,16,29,8,11,Basic,Monthly,502,4,0
44134,20,Male,20,26,8,13,Basic,Monthly,444,30,0
15689,20,Male,43,3,2,21,Basic,Annual,712,11,0
24491,19,Male,47,7,3,5,Standard,Annual,507,28,0
7692,53,Male,17,17,10,16,Premium,Annual,584,12,0
11074,41,Male,32,5,6,5,Premium,Quarterly,103,29,0
54383,64,Male,26,1,7,23,Basic,Monthly,558,10,1
24042,64,Female,50,19,6,3,Standard,Quarterly,968,29,0
10936,59,Male,14,25,7,5,Standard,Quarterly,167,16,0
10924,37,Female,23,8,5,7,Premium,Annual,568,17,0
53660,26,Male,31,1,5,23,Basic,Annual,572,21,1
63587,35,Female,34,29,9,23,Basic,Quarterly,443,24,1
54571,56,Female,27,28,9,24,Basic,Quarterly,811,22,1
32863,44,Male,30,30,10,2,Basic,Annual,637,14,0
48882,30,Female,50,22,7,30,Basic,Quarterly,739,28,1
1341,57,Male,10,9,4,12,Basic,Quarterly,123,14,0
23998,20,Male,56,10,4,20,Premium,Annual,596,22,0
14561,37,Female,55,4,0,16,Premium,Quarterly,525,15,0
35656,36,Male,16,4,3,1,Basic,Quarterly,659,26,0
16341,40,Female,34,30,7,20,Standard,Annual,265,17,1
23587,47,Male,55,7,6,27,Premium,Monthly,717,23,1
5291,47,Male,10,15,6,21,Basic,Annual,165,19,0
12334,39,Male,22,12,0,28,Standard,Monthly,734,8,0
45134,21,Female,15,30,2,21,Basic,Monthly,493,28,1
12977,23,Female,37,29,10,13,Standard,Quarterly,245,3,0
13342,30,Male,30,12,8,7,Premium,Monthly,384,5,0
20593,28,Female,51,4,4,29,Basic,Quarterly,883,30,0
12732,36,Female,28,27,10,7,Basic,Quarterly,246,16,0
61503,36,Male,35,12,7,30,Basic,Monthly,287,26,1
22886,60,Female,46,15,4,3,Standard,Quarterly,380,10,0
30710,28,Female,50,30,4,11,Premium,Monthly,811,27,0
20735,49,Female,57,10,5,29,Premium,Annual,228,24,1
32562,28,Female,22,23,10,11,Premium,Quarterly,188,14,0
12615,51,Male,38,8,10,14,Premium,Monthly,346,13,0
62121,22,Male,46,25,7,16,Premium,Monthly,509,27,1
10910,52,Male,41,3,10,16,Basic,Monthly,274,3,1
17740,43,Male,2,13,1,9,Premium,Quarterly,690,26,0
53227,29,Male,59,1,7,23,Standard,Annual,988,28,1
29664,35,Male,3,15,7,14,Standard,Quarterly,519,17,0
25366,39,Male,26,24,5,2,Premium,Annual,650,20,0
689,20,Female,18,28,5,4,Basic,Annual,589,17,0
38530,31,Male,60,9,3,18,Basic,Annual,575,14,0
25153,63,Male,6,15,10,13,Basic,Quarterly,677,3,0
48215,45,Male,52,20,6,25,Standard,Monthly,546,25,1
14706,33,Female,41,15,7,27,Basic,Quarterly,736,8,1
51671,44,Male,51,11,9,24,Standard,Annual,679,14,1
17982,20,Female,47,11,4,2,Basic,Quarterly,313,7,0
34624,35,Female,36,27,7,20,Basic,Monthly,808,8,1
26945,46,Female,9,17,10,4,Premium,Quarterly,854,1,0
34795,22,Female,29,12,10,19,Standard,Annual,605,22,1
28630,38,Female,58,14,0,14,Premium,Quarterly,170,13,0
17912,36,Male,40,24,2,27,Basic,Quarterly,532,29,0
52868,59,Female,25,10,10,29,Standard,Monthly,442,16,1
10192,57,Male,42,30,7,4,Standard,Monthly,892,15,0
32688,18,Male,37,18,6,10,Basic,Monthly,952,27,0
29764,29,Male,52,15,7,21,Standard,Annual,629,13,1
46266,37,Male,58,30,10,20,Standard,Monthly,361,14,1
8300,28,Male,11,26,5,3,Standard,Monthly,942,3,0
38298,39,Male,34,19,8,27,Standard,Quarterly,922,24,1
8891,45,Male,59,1,10,3,Basic,Quarterly,431,4,0
28425,21,Female,58,10,10,11,Premium,Monthly,625,13,0
12437,61,Female,59,14,8,21,Premium,Annual,822,5,1
25598,52,Female,47,26,8,2,Basic,Quarterly,364,20,0
59707,54,Male,46,19,7,29,Standard,Monthly,383,4,1
32683,33,Female,42,24,6,10,Basic,Annual,476,23,0
1862,58,Female,5,20,9,24,Basic,Monthly,879,20,1
14103,51,Female,45,12,9,7,Premium,Annual,699,2,0
61232,32,Female,60,21,5,19,Premium,Annual,899,7,1
29001,35,Male,60,23,1,18,Premium,Quarterly,216,21,0
19780,65,Female,24,1,5,14,Standard,Monthly,316,24,1
58860,58,Male,49,25,7,27,Basic,Annual,161,14,1
